customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00496,Male,0,No,No,33,Yes,DSL,Month-to-month,No,Bank transfer (automatic),31.09,991.12,No
C00497,Female,0,Yes,Yes,69,Yes,Fiber optic,Two year,Yes,Credit card (automatic),68.9,4687.35,No
C00498,Male,0,No,Yes,44,Yes,Fiber optic,Month-to-month,Yes,Mailed check,84.67,3747.16,No
C00499,Female,1,Yes,Yes,57,Yes,DSL,Month-to-month,No,Electronic check,103.5,5951.65,No
C00500,Male,0,No,No,50,Yes,DSL,Month-to-month,Yes,Credit card (automatic),113.52,5635.74,Yes
C00501,Male,0,Yes,Yes,33,Yes,Fiber optic,One year,No,Electronic check,50.38,1645.9,No
C00502,Male,0,Yes,No,43,Yes,Fiber optic,Month-to-month,Yes,Electronic check,33.86,1442.67,No
C00503,Female,0,No,Yes,14,Yes,Fiber optic,Month-to-month,Yes,Electronic check,25.53,324.37,Yes
C00504,Male,0,Yes,Yes,69,Yes,No,One year,Yes,Mailed check,93.31,6417.02,No
C00505,Male,0,Yes,Yes,49,Yes,DSL,Two year,No,Bank transfer (automatic),99.11,4823.3,No
C00506,Female,0,No,No,31,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),59.76,1858.79,No
C00507,Male,0,Yes,No,66,Yes,Fiber optic,One year,Yes,Credit card (automatic),58.38,3823.76,No
C00508,Female,0,Yes,No,2,Yes,Fiber optic,One year,Yes,Mailed check,115.33,252.01,Yes
C00509,Female,0,Yes,Yes,50,Yes,DSL,One year,No,Bank transfer (automatic),111.5,5545.49,Yes
C00510,Male,0,No,No,66,Yes,DSL,Month-to-month,No,Credit card (automatic),41.79,2790.48,Yes
C00511,Female,0,No,No,47,Yes,No,Two year,No,Credit card (automatic),97.64,4558.5,No
C00512,Male,1,No,Yes,16,Yes,No,Month-to-month,No,Electronic check,81.52,1334.61,No
C00513,Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,No,Mailed check,33.73,159.95,Yes
C00514,Female,0,Yes,No,12,Yes,DSL,Month-to-month,No,Bank transfer (automatic),54.39,696.95,Yes
C00515,Male,0,Yes,No,65,No,No,One year,Yes,Mailed check,36.1,2257.6,No
C00516,Female,0,Yes,No,3,Yes,No,Month-to-month,Yes,Mailed check,48.11,144.04,No
C00517,Female,1,No,No,9,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.76,698.48,Yes
C00518,Female,0,Yes,Yes,16,Yes,No,One year,Yes,Bank transfer (automatic),56.28,898.17,Yes
C00519,Female,1,Yes,Yes,51,Yes,No,Two year,Yes,Mailed check,58.19,2908.39,No
C00520,Female,0,Yes,Yes,5,Yes,No,One year,No,Credit card (automatic),73.04,355.47,No
C00521,Male,1,No,No,68,Yes,No,Month-to-month,No,Mailed check,26.9,1773.73,No
C00522,Female,0,Yes,No,8,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),93.36,734.97,Yes
C00523,Male,0,Yes,Yes,20,No,Fiber optic,One year,Yes,Mailed check,58.97,1162.84,No
C00524,Female,0,Yes,Yes,23,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),67.0,1557.5,Yes
C00525,Male,0,Yes,No,3,Yes,Fiber optic,One year,Yes,Credit card (automatic),117.38,355.43,No
C00526,Male,0,Yes,No,23,Yes,Fiber optic,Month-to-month,No,Mailed check,53.13,1315.91,No
C00527,Female,0,No,Yes,58,No,No,Two year,Yes,Credit card (automatic),84.12,4853.46,Yes
C00528,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Mailed check,58.04,109.45,Yes
C00529,Female,0,Yes,Yes,67,Yes,Fiber optic,Month-to-month,Yes,Mailed check,109.22,7476.96,Yes
C00530,Male,0,Yes,No,39,Yes,Fiber optic,Two year,No,Bank transfer (automatic),104.37,4059.25,Yes
C00531,Female,0,Yes,No,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,42.65,2052.21,Yes
C00532,Male,0,Yes,No,53,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),88.56,4722.51,Yes
C00533,Male,0,Yes,No,34,Yes,DSL,Two year,Yes,Mailed check,24.65,954.84,No
C00534,Male,0,Yes,No,55,Yes,Fiber optic,Month-to-month,Yes,Electronic check,116.24,6321.67,Yes
C00535,Female,0,Yes,No,39,No,DSL,Month-to-month,Yes,Electronic check,53.6,2013.17,No
C00536,Female,0,Yes,Yes,67,Yes,DSL,Month-to-month,Yes,Credit card (automatic),102.85,6835.06,Yes
C00537,Male,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,No,Mailed check,50.48,2280.24,Yes
C00538,Male,0,No,No,12,Yes,DSL,Month-to-month,No,Bank transfer (automatic),82.54,940.31,No
C00539,Female,0,No,Yes,26,Yes,DSL,One year,No,Electronic check,118.33,2969.91,No
C00540,Male,0,No,No,5,Yes,DSL,One year,Yes,Electronic check,107.43,490.93,Yes
C00541,Female,0,No,Yes,16,Yes,DSL,Month-to-month,No,Bank transfer (automatic),34.36,568.19,No
C00542,Male,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.84,2539.22,Yes
C00543,Female,0,No,Yes,1,Yes,Fiber optic,Two year,No,Electronic check,53.55,110.67,No
C00544,Male,1,No,Yes,51,Yes,No,Two year,Yes,Bank transfer (automatic),62.3,3121.03,Yes
C00545,Female,0,Yes,No,65,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),52.19,3393.06,Yes
C00546,Male,0,No,No,51,Yes,DSL,Two year,Yes,Electronic check,52.27,2646.22,No
C00547,Female,0,No,Yes,42,Yes,DSL,One year,Yes,Credit card (automatic),73.34,3089.7,No
C00548,Female,0,Yes,Yes,21,Yes,Fiber optic,Month-to-month,No,Mailed check,37.58,803.62,Yes
C00549,Male,0,Yes,No,54,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),72.81,4011.0,No
C00550,Male,1,Yes,Yes,66,Yes,No,Month-to-month,No,Bank transfer (automatic),46.45,3100.19,No
C00551,Female,0,No,No,59,Yes,Fiber optic,Two year,Yes,Electronic check,47.48,2780.28,Yes
C00552,Male,0,No,No,57,No,Fiber optic,One year,Yes,Credit card (automatic),93.35,5351.59,Yes
C00553,Female,1,Yes,Yes,11,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),21.02,268.73,No
C00554,Male,0,Yes,No,68,Yes,No,Month-to-month,No,Bank transfer (automatic),56.86,3968.73,Yes
C00555,Female,0,No,Yes,38,Yes,Fiber optic,One year,Yes,Credit card (automatic),59.57,2255.8,Yes
C00556,Female,0,Yes,Yes,12,Yes,DSL,One year,No,Electronic check,67.48,805.61,No
C00557,Female,0,No,No,40,Yes,Fiber optic,Two year,Yes,Credit card (automatic),86.24,3515.21,No
C00558,Female,0,Yes,Yes,56,Yes,Fiber optic,Month-to-month,No,Mailed check,55.71,3019.83,No
C00559,Female,1,Yes,No,52,Yes,No,One year,Yes,Credit card (automatic),39.74,2056.25,No
C00560,Female,0,No,No,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),108.26,1225.58,Yes
C00561,Male,0,Yes,No,12,Yes,DSL,One year,No,Electronic check,118.07,1469.2,No
C00562,Male,0,Yes,Yes,56,Yes,No,One year,Yes,Credit card (automatic),20.04,1011.77,No
C00563,Male,0,Yes,No,39,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.74,2808.95,Yes
C00564,Female,0,No,Yes,44,Yes,DSL,One year,No,Electronic check,52.85,2200.77,No
C00565,Female,0,Yes,No,34,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.25,1616.15,No
C00566,Female,0,Yes,No,2,Yes,DSL,Two year,No,Electronic check,52.24,114.7,No
C00567,Female,0,Yes,No,4,Yes,Fiber optic,Month-to-month,No,Mailed check,83.17,403.63,Yes
C00568,Male,0,Yes,Yes,10,Yes,No,One year,Yes,Mailed check,37.45,375.96,Yes
C00569,Male,0,Yes,Yes,70,Yes,Fiber optic,Two year,Yes,Mailed check,111.11,7889.75,No
C00570,Female,0,Yes,No,55,Yes,DSL,Month-to-month,Yes,Credit card (automatic),65.54,3557.55,Yes
C00571,Male,0,No,No,9,No,Fiber optic,Month-to-month,No,Mailed check,51.21,442.53,No
C00572,Male,0,No,Yes,33,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.08,3191.28,No
C00573,Female,1,Yes,Yes,66,No,DSL,Month-to-month,No,Mailed check,19.67,1262.58,No
C00574,Male,0,No,Yes,71,Yes,Fiber optic,One year,Yes,Electronic check,62.05,4426.41,No
C00575,Female,0,No,No,30,No,Fiber optic,One year,Yes,Bank transfer (automatic),54.24,1621.67,No
C00576,Male,0,Yes,Yes,70,Yes,DSL,Two year,No,Credit card (automatic),52.5,3666.55,No
C00577,Female,0,No,No,65,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),52.38,3398.44,No
C00578,Female,0,No,Yes,69,Yes,No,Month-to-month,Yes,Bank transfer (automatic),21.19,1497.38,Yes
C00579,Female,0,No,No,40,Yes,Fiber optic,One year,Yes,Mailed check,33.52,1323.66,No
C00580,Female,0,No,No,62,Yes,Fiber optic,Two year,Yes,Mailed check,32.47,1957.14,No
C00581,Male,0,No,No,31,Yes,DSL,Month-to-month,Yes,Mailed check,118.84,3687.4,Yes
C00582,Female,0,No,Yes,19,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),20.26,353.24,No
C00583,Female,0,No,Yes,56,Yes,No,Month-to-month,Yes,Credit card (automatic),35.04,1912.28,Yes
C00584,Female,1,No,Yes,49,Yes,DSL,Two year,No,Credit card (automatic),117.37,5664.58,No
C00585,Male,0,Yes,No,24,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),82.08,2016.48,Yes
C00586,Female,0,Yes,No,11,Yes,Fiber optic,One year,Yes,Credit card (automatic),63.97,736.79,Yes
C00587,Male,0,No,Yes,70,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),26.03,1892.47,Yes
C00588,Female,0,No,No,38,Yes,DSL,Two year,Yes,Bank transfer (automatic),86.31,3279.92,Yes
C00589,Male,0,Yes,No,16,Yes,No,Month-to-month,Yes,Credit card (automatic),32.06,566.89,Yes
C00590,Male,0,No,No,44,No,DSL,One year,No,Electronic check,86.46,3757.06,No
C00591,Female,1,No,Yes,10,Yes,Fiber optic,Month-to-month,No,Electronic check,117.88,1083.39,No
C00592,Male,0,Yes,No,69,Yes,Fiber optic,Month-to-month,Yes,Mailed check,72.26,4948.36,Yes
C00593,Female,0,Yes,Yes,22,Yes,Fiber optic,One year,No,Credit card (automatic),39.84,866.18,Yes
C00594,Female,0,Yes,Yes,69,Yes,DSL,Two year,No,Mailed check,81.78,5660.84,No
C00595,Female,0,No,Yes,37,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.32,2665.88,No
C00596,Male,0,No,Yes,1,Yes,DSL,Month-to-month,No,Electronic check,72.38,88.48,No
C00597,Male,0,Yes,Yes,71,Yes,DSL,Month-to-month,Yes,Credit card (automatic),66.77,4853.54,No
C00598,Female,0,Yes,No,36,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.72,3127.91,Yes
C00599,Female,1,No,Yes,48,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),76.34,3669.36,No
C00600,Male,0,Yes,Yes,51,Yes,DSL,One year,Yes,Electronic check,118.67,6069.08,No
C00601,Female,0,No,Yes,32,Yes,DSL,Two year,No,Mailed check,102.24,3290.63,No
C00602,Female,0,No,No,21,Yes,No,Month-to-month,Yes,Electronic check,45.0,963.23,No
C00603,Female,0,Yes,No,4,Yes,No,One year,Yes,Mailed check,92.03,306.51,No
C00604,Male,0,Yes,No,17,Yes,DSL,Month-to-month,No,Bank transfer (automatic),39.86,720.23,No
C00605,Male,0,No,No,37,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),97.8,3743.88,No
C00606,Male,0,Yes,Yes,36,Yes,Fiber optic,Month-to-month,Yes,Mailed check,33.05,1145.65,Yes
C00607,Female,0,Yes,Yes,63,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),66.3,4174.84,Yes
C00608,Female,0,Yes,No,9,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.64,819.12,Yes
C00609,Female,0,Yes,No,41,Yes,DSL,Month-to-month,No,Credit card (automatic),46.57,1946.97,No
C00610,Male,1,No,No,47,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),103.39,4896.88,Yes
C00611,Female,0,No,No,43,Yes,Fiber optic,Month-to-month,No,Electronic check,83.7,3523.9,No
C00612,Female,0,No,Yes,15,Yes,Fiber optic,Month-to-month,No,Electronic check,58.55,812.63,No
C00613,Female,0,No,No,53,Yes,Fiber optic,Two year,No,Electronic check,61.19,3138.99,No
C00614,Female,0,Yes,No,34,Yes,No,One year,Yes,Credit card (automatic),112.45,3901.82,No
C00615,Male,0,Yes,No,27,Yes,DSL,Two year,No,Electronic check,40.21,1043.73,No
C00616,Male,1,No,No,1,Yes,DSL,Month-to-month,Yes,Electronic check,88.72,82.01,No
C00617,Female,0,No,No,12,Yes,DSL,Month-to-month,No,Credit card (automatic),90.14,1063.35,No
C00618,Male,0,Yes,No,40,Yes,No,Month-to-month,Yes,Mailed check,112.09,4533.02,Yes
C00619,Male,0,No,No,58,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.74,5295.93,Yes
C00620,Female,0,No,Yes,68,Yes,Fiber optic,One year,No,Mailed check,77.62,5308.5,No
C00621,Female,0,Yes,Yes,52,Yes,DSL,Month-to-month,No,Credit card (automatic),110.06,5682.52,Yes
C00622,Male,0,No,Yes,44,Yes,No,Month-to-month,Yes,Electronic check,102.57,4547.14,Yes
C00623,Female,1,Yes,Yes,19,Yes,No,One year,Yes,Bank transfer (automatic),91.11,1777.51,No
C00624,Male,0,Yes,Yes,23,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),21.32,522.94,Yes
C00625,Female,0,No,Yes,60,Yes,DSL,Two year,No,Mailed check,56.1,3301.55,No
C00626,Male,0,Yes,No,57,Yes,DSL,Month-to-month,Yes,Mailed check,82.45,4643.16,No
C00627,Female,0,No,No,26,Yes,Fiber optic,One year,Yes,Mailed check,71.27,1939.88,No
C00628,Male,0,Yes,Yes,25,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),50.57,1361.45,Yes
C00629,Male,0,No,No,6,Yes,DSL,Two year,Yes,Mailed check,32.73,192.88,No
C00630,Male,0,No,Yes,41,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),74.41,3047.25,No
C00631,Female,0,No,No,46,Yes,DSL,One year,No,Credit card (automatic),47.16,2177.23,No
C00632,Male,0,Yes,No,52,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),41.77,2200.99,No
C00633,Male,0,Yes,No,58,Yes,Fiber optic,One year,No,Credit card (automatic),58.69,3331.89,No
C00634,Female,1,No,No,37,Yes,DSL,Month-to-month,Yes,Mailed check,98.12,3641.96,No
C00635,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),67.76,4556.14,Yes
C00636,Male,0,No,No,52,Yes,Fiber optic,Two year,No,Mailed check,40.08,2083.15,No
C00637,Male,0,No,Yes,14,Yes,DSL,Two year,Yes,Credit card (automatic),29.92,374.69,No
C00638,Female,1,Yes,Yes,25,Yes,No,Month-to-month,Yes,Mailed check,68.9,1690.09,No
C00639,Female,1,No,No,47,Yes,DSL,Two year,No,Bank transfer (automatic),99.03,4663.49,No
C00640,Female,0,Yes,Yes,18,Yes,DSL,Month-to-month,No,Mailed check,84.59,1491.75,No
C00641,Female,0,No,No,8,Yes,DSL,Two year,No,Credit card (automatic),41.68,278.5,No
C00642,Female,0,Yes,Yes,63,Yes,DSL,One year,No,Electronic check,62.54,4012.7,No
C00643,Male,0,No,No,53,Yes,DSL,Month-to-month,No,Bank transfer (automatic),105.23,5522.96,No
C00644,Female,0,No,Yes,50,Yes,DSL,Two year,No,Mailed check,36.12,1690.48,No
C00645,Male,0,Yes,No,38,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),72.27,2774.7,No
C00646,Male,0,No,Yes,3,Yes,DSL,Month-to-month,Yes,Mailed check,54.34,148.54,Yes
C00647,Male,0,No,No,2,Yes,Fiber optic,One year,No,Electronic check,30.67,59.87,Yes
C00648,Female,0,Yes,Yes,63,Yes,DSL,Month-to-month,Yes,Credit card (automatic),23.09,1462.58,No
C00649,Male,0,No,No,28,Yes,DSL,Two year,Yes,Mailed check,74.7,2155.13,No
C00650,Male,0,Yes,No,10,Yes,DSL,One year,No,Mailed check,20.12,294.39,No
C00651,Female,0,No,No,57,Yes,No,Month-to-month,Yes,Electronic check,28.55,1640.02,No
C00652,Male,0,Yes,Yes,26,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),53.45,1330.91,Yes
C00653,Male,0,No,Yes,20,Yes,Fiber optic,One year,No,Credit card (automatic),22.44,456.1,Yes
C00654,Female,0,No,Yes,38,Yes,DSL,One year,No,Mailed check,58.85,2265.76,No
C00655,Male,1,No,No,45,Yes,No,Month-to-month,No,Mailed check,31.3,1458.68,Yes
C00656,Male,0,Yes,Yes,65,Yes,DSL,Month-to-month,Yes,Credit card (automatic),53.69,3496.71,Yes
C00657,Male,0,Yes,No,35,Yes,DSL,One year,No,Electronic check,98.7,3426.47,Yes
C00658,Female,0,Yes,Yes,64,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),81.89,5195.62,Yes
C00659,Female,0,Yes,Yes,62,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),63.43,3926.83,Yes
C00660,Female,0,No,Yes,34,Yes,No,One year,No,Bank transfer (automatic),27.37,855.53,No
C00661,Male,0,No,Yes,30,Yes,DSL,Month-to-month,No,Electronic check,81.15,2454.22,No
C00662,Male,1,Yes,No,27,Yes,No,One year,No,Electronic check,34.7,945.77,No
C00663,Female,0,Yes,Yes,0,Yes,Fiber optic,One year,Yes,Credit card (automatic),25.81, ,No
C00664,Male,1,Yes,Yes,24,Yes,Fiber optic,One year,Yes,Mailed check,85.73,2093.4,No
C00665,Male,1,No,No,42,Yes,DSL,Month-to-month,No,Electronic check,111.03,4735.81,No
C00666,Female,0,Yes,No,66,Yes,DSL,Month-to-month,Yes,Electronic check,64.98,4285.16,No
C00667,Female,1,Yes,Yes,62,Yes,No,Month-to-month,No,Credit card (automatic),22.18,1379.01,No
C00668,Male,0,No,Yes,50,Yes,Fiber optic,Two year,No,Credit card (automatic),107.79,5371.02,Yes
C00669,Male,0,No,No,1,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),24.83,52.41,Yes
C00670,Male,0,Yes,No,63,Yes,No,Two year,Yes,Electronic check,106.49,6708.49,Yes
C00671,Female,1,No,No,68,Yes,DSL,One year,No,Bank transfer (automatic),57.97,3999.71,No
C00672,Female,1,Yes,Yes,8,Yes,Fiber optic,Two year,No,Electronic check,55.27,498.86,No
C00673,Female,0,No,Yes,1,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),73.37,89.17,No
C00674,Female,0,Yes,Yes,33,Yes,DSL,Month-to-month,Yes,Mailed check,115.62,3811.48,No
C00675,Male,0,Yes,No,59,Yes,DSL,Two year,No,Mailed check,109.67,6456.87,No
C00676,Female,0,Yes,No,60,No,Fiber optic,Month-to-month,No,Credit card (automatic),65.97,3982.22,Yes
C00677,Female,0,Yes,No,30,Yes,Fiber optic,Month-to-month,No,Mailed check,88.97,2693.25,Yes
C00678,Female,0,No,Yes,9,Yes,Fiber optic,Month-to-month,No,Electronic check,77.2,681.12,No
C00679,Female,0,No,No,35,Yes,DSL,Two year,No,Bank transfer (automatic),88.73,3119.97,No
C00680,Female,0,No,Yes,48,No,No,One year,No,Electronic check,102.59,4885.61,No
C00681,Male,1,No,No,69,Yes,DSL,One year,Yes,Credit card (automatic),21.52,1507.43,No
C00682,Male,0,Yes,Yes,48,Yes,Fiber optic,One year,No,Electronic check,51.23,2424.53,No
C00683,Female,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,No,Mailed check,115.85,270.3,Yes
C00684,Male,0,No,No,4,Yes,DSL,One year,Yes,Electronic check,114.83,443.48,No
C00685,Female,1,No,Yes,60,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),19.14,1232.09,No
C00686,Female,1,No,No,25,Yes,Fiber optic,Two year,No,Mailed check,38.55,965.7,No
C00687,Male,0,No,Yes,71,Yes,No,Month-to-month,Yes,Bank transfer (automatic),119.36,8486.46,Yes
C00688,Male,0,No,No,4,Yes,DSL,Month-to-month,No,Bank transfer (automatic),68.27,203.15,No
C00689,Female,0,Yes,No,14,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),76.43,1140.35,Yes
C00690,Female,0,Yes,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,34.97,522.65,Yes
C00691,Female,0,Yes,No,0,Yes,DSL,One year,No,Electronic check,109.22, ,No
C00692,Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,41.59,626.26,Yes
C00693,Female,0,No,No,36,No,No,Month-to-month,No,Electronic check,37.34,1333.53,Yes
C00694,Female,0,No,No,2,No,DSL,Month-to-month,Yes,Mailed check,41.27,56.97,No
C00695,Female,0,No,No,51,Yes,No,One year,No,Electronic check,111.8,5733.91,No
C00696,Male,0,Yes,No,46,No,DSL,Month-to-month,Yes,Mailed check,89.69,4151.78,No
C00697,Female,0,Yes,Yes,12,Yes,Fiber optic,One year,No,Bank transfer (automatic),96.4,1090.1,No
C00698,Female,1,No,No,54,Yes,Fiber optic,Month-to-month,No,Mailed check,56.46,3020.4,No
C00699,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),110.74,2250.92,Yes
C00700,Female,1,Yes,Yes,65,No,Fiber optic,Month-to-month,No,Electronic check,98.52,6371.58,Yes
C00701,Female,0,No,Yes,53,Yes,DSL,Two year,Yes,Credit card (automatic),94.56,4970.83,No
C00702,Male,0,No,Yes,26,Yes,Fiber optic,One year,No,Mailed check,117.04,3052.85,No
C00703,Female,0,No,Yes,37,Yes,Fiber optic,Month-to-month,Yes,Electronic check,55.35,2052.31,Yes
C00704,Male,0,No,Yes,57,Yes,DSL,One year,Yes,Credit card (automatic),80.32,4555.04,No
C00705,Male,0,No,Yes,61,Yes,No,Two year,No,Electronic check,110.81,6847.78,No
C00706,Female,0,No,No,45,Yes,DSL,Month-to-month,No,Mailed check,98.67,4432.7,Yes
C00707,Female,0,Yes,Yes,10,Yes,Fiber optic,Two year,Yes,Credit card (automatic),75.46,691.35,No
C00708,Female,0,Yes,No,71,Yes,DSL,Month-to-month,Yes,Mailed check,25.77,1748.72,Yes
C00709,Female,0,No,Yes,7,Yes,DSL,Two year,Yes,Credit card (automatic),84.58,643.18,No
C00710,Male,0,Yes,No,70,Yes,DSL,Month-to-month,No,Bank transfer (automatic),71.71,4964.83,No
C00711,Female,0,No,No,63,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),36.79,2319.29,No
C00712,Male,0,No,No,20,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),107.99,2116.1,Yes
C00713,Female,0,No,Yes,71,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),53.01,3758.6,Yes
C00714,Female,0,No,Yes,62,Yes,DSL,One year,Yes,Bank transfer (automatic),57.52,3583.64,No
C00715,Female,1,Yes,Yes,63,Yes,Fiber optic,One year,No,Mailed check,86.58,5386.26,Yes
C00716,Male,0,No,Yes,19,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),67.86,1266.55,Yes
C00717,Female,0,Yes,No,7,Yes,Fiber optic,Month-to-month,Yes,Mailed check,27.11,156.09,Yes
C00718,Female,1,No,Yes,57,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),57.52,3230.37,No
C00719,Female,0,No,No,45,Yes,DSL,Month-to-month,Yes,Electronic check,27.64,1225.02,No
C00720,Female,0,No,No,30,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),37.46,1092.61,Yes
C00721,Male,0,Yes,Yes,8,Yes,DSL,Two year,Yes,Electronic check,18.73,193.49,No
C00722,Female,0,No,Yes,14,Yes,DSL,One year,No,Mailed check,36.49,475.07,No
C00723,Male,0,No,Yes,25,Yes,DSL,Month-to-month,No,Bank transfer (automatic),51.71,1315.29,Yes
C00724,Male,0,No,No,9,No,Fiber optic,One year,Yes,Credit card (automatic),72.9,676.89,No
C00725,Male,0,Yes,Yes,28,Yes,Fiber optic,Two year,No,Mailed check,111.77,3054.5,No
C00726,Male,0,Yes,No,35,No,Fiber optic,One year,Yes,Bank transfer (automatic),73.11,2533.57,No
C00727,Male,1,Yes,Yes,36,Yes,DSL,One year,Yes,Mailed check,89.97,3233.42,No
C00728,Male,0,No,No,70,Yes,Fiber optic,Two year,Yes,Credit card (automatic),54.48,3826.87,No
C00729,Female,0,Yes,Yes,22,Yes,DSL,One year,Yes,Bank transfer (automatic),94.67,2070.92,No
C00730,Male,0,No,Yes,40,Yes,No,Month-to-month,Yes,Credit card (automatic),81.29,3303.7,No
C00731,Male,0,Yes,No,27,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),64.9,1757.54,No
C00732,Male,0,Yes,Yes,47,Yes,Fiber optic,Two year,No,Electronic check,37.76,1797.0,No
C00733,Female,0,No,Yes,37,Yes,DSL,Month-to-month,Yes,Mailed check,48.96,1781.91,No
C00734,Female,0,Yes,Yes,30,Yes,DSL,Month-to-month,No,Credit card (automatic),81.34,2463.2,No
C00735,Male,1,No,Yes,13,No,Fiber optic,Month-to-month,Yes,Mailed check,61.46,895.8,Yes
C00736,Female,0,No,Yes,72,Yes,Fiber optic,One year,No,Credit card (automatic),108.72,7854.17,No
C00737,Male,0,Yes,Yes,28,Yes,DSL,Two year,No,Mailed check,41.95,1229.75,No
C00738,Male,0,No,Yes,50,No,No,Month-to-month,Yes,Mailed check,25.45,1257.92,Yes
C00739,Female,0,No,No,48,Yes,No,Month-to-month,No,Mailed check,78.11,3795.49,No
C00740,Male,0,Yes,No,42,Yes,Fiber optic,Two year,No,Electronic check,108.38,4602.54,No
C00741,Female,0,Yes,Yes,71,Yes,No,Month-to-month,No,Bank transfer (automatic),55.2,3931.47,No
C00742,Female,0,No,Yes,4,Yes,DSL,Month-to-month,Yes,Electronic check,84.07,332.54,No
C00743,Male,0,Yes,Yes,41,Yes,DSL,Two year,No,Mailed check,41.6,1630.85,No
C00744,Male,0,No,No,6,Yes,DSL,Month-to-month,No,Credit card (automatic),74.96,448.14,No
C00745,Female,0,No,No,41,Yes,Fiber optic,Month-to-month,No,Mailed check,98.25,4056.51,Yes
C00746,Male,0,Yes,Yes,35,Yes,DSL,One year,No,Bank transfer (automatic),106.44,3687.14,No
C00747,Male,0,Yes,No,26,Yes,No,Month-to-month,No,Electronic check,28.72,683.22,No
C00748,Male,0,Yes,Yes,57,Yes,DSL,Two year,No,Bank transfer (automatic),54.35,3103.05,No
C00749,Female,0,Yes,Yes,45,No,DSL,Month-to-month,No,Credit card (automatic),83.24,3757.33,No
C00750,Female,0,No,Yes,65,Yes,No,Month-to-month,No,Bank transfer (automatic),21.54,1332.73,No
C00751,Male,0,No,Yes,24,Yes,DSL,Month-to-month,No,Electronic check,88.44,2124.6,Yes
C00752,Female,0,Yes,No,72,Yes,DSL,Month-to-month,Yes,Credit card (automatic),71.86,5188.42,Yes
C00753,Female,0,Yes,No,26,Yes,Fiber optic,Two year,No,Bank transfer (automatic),47.43,1299.25,No
C00754,Female,1,No,Yes,0,Yes,DSL,One year,No,Electronic check,101.09, ,No
